"","subject","question","sheet","order","rating","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","sentence","type","guise"
"1845","98","45","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some toast is bread that is heated.","UI","Furhat"
"1846","98","46","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some chickens have feathers on their bodies.","UI","Furhat"
"1847","98","47","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some colleges have students that attend class.","UI","Furhat"
"1848","98","48","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some food is edible.","UI","Furhat"
"1849","98","49","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some restaurants serve food to their customers.","UI","Furhat"
"1850","98","50","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some helicopters have propellers.","UI","Furhat"
"1851","98","51","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some restaurants serve pizza.","TS","Furhat"
"1852","98","52","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some clothes are expensive.","TS","Furhat"
"1853","98","53","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some houses are blue.","TS","Furhat"
"1854","98","54","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some men carry briefcases.","TS","Furhat"
"1855","98","55","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some singers are popular.","TS","Furhat"
"1856","98","56","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some Europeans have motorcycles.","TS","Furhat"
"1857","98","57","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some beaches are public.","TS","Furhat"
"1858","98","58","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some foods are allergens.","TS","Furhat"
"1859","98","59","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some birds can fly.","TS","Furhat"
"1861","98","61","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All pumpkins have seeds.","TA","Furhat"
"1862","98","62","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All atoms are small.","TA","Furhat"
"1863","98","63","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All elephants have trunks.","TA","Furhat"
"1864","98","64","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All watermelons are red inside.","TA","Furhat"
"1865","98","65","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All chameleons have skin that changes color.","TA","Furhat"
"1866","98","66","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All colleges have requirements for admission.","TA","Furhat"
"1867","98","67","1","Cylinder_Human_Furhat",5,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All dentists recommend cleaning your teeth.","TA","Furhat"
"1868","98","68","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All chocolate is candy.","TA","Furhat"
"1869","98","69","1","Cylinder_Human_Furhat",3,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All houses have rooms.","TA","Furhat"
"1870","98","70","1","Cylinder_Human_Furhat",2,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All apes have opposable thumbs.","TA","Furhat"
"1871","98","71","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All families have twins.","FA","Furhat"
"1872","98","72","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All animals are domesticated.","FA","Furhat"
"1873","98","73","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All magazines have gossip.","FA","Furhat"
"1874","98","74","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All shirts have long sleeves.","FA","Furhat"
"1875","98","75","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All bands play jazz.","FA","Furhat"
"1876","98","76","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All windows have curtains.","FA","Furhat"
"1877","98","77","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All judges carry purses.","FA","Furhat"
"1878","98","78","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All pizzas have meat.","FA","Furhat"
"1879","98","79","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All textbooks have equations.","FA","Furhat"
"1880","98","80","1","Cylinder_Human_Furhat",1,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","All bottles are glass.","FA","Furhat"
"1881","98","81","1","Cylinder_Human_Furhat",4,"19","nonbinary/declined","English","Vietnamese","English","19","Mac","It was interesting! I also wonder how my answers will affect the results of this study! ","Some people have noses with two nostrils.","UI","Cylinder"
